id_compra;cliente;producto;categoria;precio;fecha_compra
732;Dayana Benavides Cano;Agua Brisa con gas;Bebidas;14091.74;2024-10-05
733;Jennifer Castillo;Garbanzo;Granos;23620.69;2025-03-14
734;Helena Margarita Díaz Medina;Leche Alquería;Bebidas;21967.04;2025-08-04
735;Edwin Jorge Pinto;Azúcar Manuelita;Alimentos;6318.19;2025-01-13
736;Yineth Cecilia Restrepo;Desinfectante Fabuloso;Limpieza;10866.99;2025-09-18
737;Melba Aguilar;Fríjoles Diana;Alimentos;2145.47;2024-12-19
738;Alejandra Galeano;Té Lipton Durazno;Bebidas;12077.69;2024-12-02
739;Alejandro Rodríguez;Agua Cristal;Bebidas;5710.2;2025-02-20
740;Alba Jiménez;Desinfectante Fabuloso;Limpieza;14567.62;2025-02-19
741;Alexis Martínez;Garbanzo;Granos;2735.33;2024-12-09
742;Alexander González;Agua Cristal;Bebidas;18713.89;2025-04-13
743;Ana Orozco;Agua Brisa con gas;Bebidas;2345.54;2024-12-24
744;Yadira Correa;Trigo Integral;Granos;23816.73;2024-12-20
745;Andrea Pérez;Suavitel;Limpieza;21188.85;2025-01-31
746;Enrique Eliecer Ríos;Suavitel;Limpieza;9529.73;2025-03-16
747;Manuel Roberto Blanco Castro;Té Lipton Durazno;Bebidas;6086.17;2025-06-15
748;Luz Tatiana Reyes Díaz;Desinfectante Fabuloso;Limpieza;9726.93;2025-06-25
749;Armando Pérez Fuentes;Té Lipton Durazno;Bebidas;23914.67;2025-03-08
750;Diana Gutiérrez Loaiza;Jugo de Guayaba del Valle;Bebidas;28438.22;2025-01-30
751;María Isabel Marín;Lentejas Ramo;Granos;14820.13;2025-07-12
752;Gisela Jaimes García;Papel Higiénico Familia;Limpieza;2189.49;2025-06-25
753;Jaider José Agudelo;Maíz Pira;Granos;25565.17;2024-12-08
754;Eugenia Bedoya Córdoba;Maíz Pira;Granos;14326.24;2025-01-23
755;Ruth Giraldo García;Avena;Granos;10412.19;2025-06-25
756;Tatiana Estrada;Toallas de Cocina Scott;Limpieza;10797.13;2024-10-18
757;Yazmín Londoño;Maíz Pira;Granos;10160.55;2025-01-27
758;Milena Sánchez Guerra;Lentejas Ramo;Granos;11124.81;2024-12-29
759;Lilia Yenny Vargas Pinto;Agua Brisa con gas;Bebidas;12220.44;2025-04-18
760;Claudia Lorena Palacios Pérez;Suavitel;Limpieza;21087.95;2024-11-08
761;Óscar Andrés Pinzón Cuesta;Harina Pan;Alimentos;28403.3;2025-04-06
762;María Valeria Perdomo Castillo;Toallas de Cocina Scott;Limpieza;24335.19;2025-08-01
763;Luz Sarmiento;Atún Van Camps;Alimentos;20843.37;2025-09-26
764;Rocío Elena Arrieta García;Papel Higiénico Familia;Limpieza;8776.59;2025-07-19
765;Cecilia Jaramillo;Desinfectante Fabuloso;Limpieza;24094.15;2025-04-10
766;Edgar Manuel Romero Sánchez;Harina Pan;Alimentos;29739.62;2025-03-12
767;Viviana Tatiana Sánchez Gómez;Trigo Integral;Granos;16962.29;2025-03-09
768;Cecilia Martha Quintero Arrieta;Maíz Blanco;Granos;24140.19;2025-06-16
769;José Ernesto Bernal;Agua Cristal;Bebidas;5062.34;2024-11-13
770;Gabriela Liliana Barragán Gallego;Lavaloza Axion;Limpieza;6657.48;2025-07-19
771;Amanda Cardona Narváez;Atún Van Camps;Alimentos;29070.71;2025-05-23
772;José Luis Calderón;Agua Brisa con gas;Bebidas;4966.45;2024-11-09
773;Rosa Martha Vega Zambrano;Azúcar Manuelita;Alimentos;8216.03;2024-10-17
774;Alfredo Enrique Herrera;Toallas de Cocina Scott;Limpieza;12475.35;2025-05-07
775;Mariela Hernández;Avena;Granos;11659.09;2024-11-16
776;Héctor Sandoval;Harina Pan;Alimentos;4927.38;2025-03-20
777;Laura Bautista;Garbanzo;Granos;5249.94;2025-03-16
778;Paola Díaz;Lavaloza Axion;Limpieza;10732.93;2025-05-14
779;Johanna Rodríguez Barragán;Lentejas Ramo;Granos;16591.22;2025-04-07
780;Beatriz Ortega Martínez;Té Lipton Durazno;Bebidas;4733.44;2025-04-27
781;Aura Yamile Molano Osorio;Maíz Pira;Granos;3880.88;2025-03-14
782;Lucila Fabiola Martínez;Fríjoles Diana;Alimentos;2632.38;2024-11-01
783;José Rojas;Agua Cristal;Bebidas;20959.9;2025-02-13
784;Lucía Espitia;Cloro Clorox;Limpieza;16447.83;2025-10-01
785;Ángela Romero;Lavaloza Axion;Limpieza;17675.77;2024-11-29
786;Francisco Moreno Hernández;Lentejas Ramo;Granos;24337.16;2025-07-20
787;Johana María Valencia;Suavitel;Limpieza;19933.41;2025-01-11
788;José Gómez;Trigo Integral;Granos;2817.38;2024-10-26
789;Blanca Juliana Parada Portilla;Toallas de Cocina Scott;Limpieza;18581.69;2024-11-21
790;María Cecilia Valencia Martínez;Maíz Blanco;Granos;21732.6;2025-09-03
791;Leidy Osorio Cortés;Papel Higiénico Familia;Limpieza;23065.11;2024-10-27
792;Marcela Camacho Márquez;Fríjoles Diana;Alimentos;24386.07;2025-01-11
793;Fernanda Ana Romero Rojas;Lavaloza Axion;Limpieza;11127.58;2024-12-10
794;Aníbal León Ortiz;Garbanzo;Granos;9345.9;2025-03-18
795;Mercedes Lorena Giraldo Escobar;Maíz Pira;Granos;18715.18;2025-06-21
796;José Moreno;Garbanzo;Granos;11741.89;2024-11-19
797;Alba Tatiana Pérez Suárez;Avena;Granos;24784.67;2025-04-16
798;Manuel Moreno Acevedo;Agua Cristal;Bebidas;20819.08;2025-08-06
799;Isabel Guevara;Agua Cristal;Bebidas;8680.04;2025-08-15
800;María Rueda Cardona;Lentejas La Constancia;Alimentos;12452.57;2024-11-22
801;Eliecer Delgado Daza;Desinfectante Fabuloso;Limpieza;13710.69;2025-03-16
802;Katherine Norma Forero;Desinfectante Fabuloso;Limpieza;13845.09;2024-10-22
803;María Lucero Rodríguez;Avena;Granos;17537.55;2025-08-19
804;Patricia Teresa Giraldo Ortiz;Fríjol Cargamanto;Granos;5928.3;2025-07-28
805;Antonio Rafael Villamizar Ramírez;Té Lipton Durazno;Bebidas;19343.48;2025-08-28
806;Yéssica Cerón;Coca-Cola;Bebidas;15569.05;2024-12-26
807;Jorge Uribe Mora;Desinfectante Fabuloso;Limpieza;28987.21;2025-05-25
808;Marly Martínez;Trigo Integral;Granos;21171.51;2025-06-14
809;Luis Castro Sepúlveda;Arveja Verde;Granos;15683.59;2025-04-08
810;Alberto Vega Manrique;Arroz Roa;Alimentos;24284.66;2025-02-10
811;Carol Quiroga;Papel Higiénico Familia;Limpieza;2915.46;2025-06-12
812;Camilo Luis Fernández;Papel Higiénico Familia;Limpieza;6709.85;2025-05-20
813;Fanny Ruth Molina;Arveja Verde;Granos;17392.33;2025-05-15
814;Sebastián Manrique;Fríjoles Diana;Alimentos;9500.89;2024-11-02
815;Nancy Morales;Coca-Cola;Bebidas;23280.12;2025-05-03
816;Sandra Rojas;Lentejas Ramo;Granos;29713.72;2024-11-12
817;Sara Rosa Muñoz Rincón;Aceite Premier;Alimentos;10335.85;2025-02-18
818;Alveiro Rodríguez;Harina Pan;Alimentos;9358.83;2025-05-18
819;Juliana Tatiana Mosquera;Harina Pan;Alimentos;26228.13;2025-06-03
820;Edilma Paz;Aceite Premier;Alimentos;7876.59;2025-05-05
821;Claudia Hernández Ortiz;Agua Brisa con gas;Bebidas;6647.49;2025-06-27
822;José Fernando Torres;Cloro Clorox;Limpieza;24778.84;2025-03-01
823;Gustavo Daniel Luna Trujillo;Sal Refisal;Alimentos;16903.86;2025-06-18
824;David Andrés Vargas Mejía;Lavaloza Axion;Limpieza;29412.0;2025-09-17
825;Alexander Fabio González;Jugo de Guayaba del Valle;Bebidas;18036.6;2025-06-11
826;Eliana Viviana Duque;Lentejas La Constancia;Alimentos;28957.62;2025-03-04
827;Albeiro Martínez;Maíz Blanco;Granos;29789.61;2025-03-16
828;Fanny Cecilia Pérez;Suavitel;Limpieza;8990.96;2025-02-16
829;Andrés Manuel Barrera;Leche Alquería;Bebidas;23321.26;2025-04-07
830;Andrés Dagoberto Ortiz;Arveja Verde;Granos;5980.81;2025-09-06
831;Marleny Norma Hernández Tamayo;Agua Brisa con gas;Bebidas;12504.83;2025-05-09
832;María Gilma Forero;Fríjoles Diana;Alimentos;13279.82;2025-03-30
833;Fernanda Alexandra Torres;Gaseosa Postobón Manzana;Bebidas;14731.48;2025-07-11
834;Fredy Fernando Sepúlveda;Maíz Pira;Granos;18294.76;2025-09-11
835;Yasmín Luz Durán;Harina Pan;Alimentos;19775.54;2025-04-10
836;Juan Contreras;Agua Cristal;Bebidas;24278.98;2025-03-10
837;Jorge Manuel Díaz;Lentejas Ramo;Granos;29107.6;2024-10-30
838;Amparo Gómez;Toallas de Cocina Scott;Limpieza;9519.03;2025-02-19
839;Esteban Pacheco Gómez;Gaseosa Postobón Manzana;Bebidas;17324.69;2024-11-06
840;Luis Abel Rodríguez Santos;Toallas de Cocina Scott;Limpieza;24072.5;2025-03-21
841;David Rentería;Arroz Roa;Alimentos;4788.09;2025-07-21
842;Ana Lucía Chaparro Guzmán;Maíz Blanco;Granos;5478.64;2025-05-05
843;Miguel González Gómez;Toallas de Cocina Scott;Limpieza;14782.51;2024-11-16
844;Augusto Velásquez;Lentejas Ramo;Granos;29879.43;2024-11-30
845;Alexander Ortiz;Papel Higiénico Familia;Limpieza;6451.37;2025-07-10
846;Claudia Lucía Moreno Agudelo;Agua Cristal;Bebidas;20328.46;2025-04-11
847;Diego Díaz Cortés;Agua Cristal;Bebidas;12411.63;2025-04-13
848;Guillermo Giraldo;Jabón Rey;Limpieza;13097.56;2025-02-09
849;Patricia Aida Vargas Angarita;Leche Alquería;Bebidas;14018.47;2025-03-24
850;Paula Mercedes Mendoza Morales;Fríjoles Diana;Alimentos;2030.42;2025-08-25
851;Carmen Olga Gil Navarro;Garbanzo;Granos;5715.59;2025-06-09
852;Enrique Alberto Ramos Cerón;Toallas de Cocina Scott;Limpieza;2260.03;2024-11-24
853;Patricia Roa Jaramillo;Agua Cristal;Bebidas;29668.34;2025-05-15
854;Karen Nury Pérez;Avena;Granos;15375.61;2025-05-12
855;Olga Alicia Meza;Desinfectante Fabuloso;Limpieza;4501.27;2025-05-21
856;David Quiroz Vergara;Fríjoles Diana;Alimentos;10773.84;2025-04-27
857;Eliecer Rentería;Jugo Hit;Bebidas;12716.19;2024-11-15
858;Ana Reyes Ortiz;Suavitel;Limpieza;3915.53;2024-11-26
859;Luisa Andrea López;Lentejas La Constancia;Alimentos;14322.78;2024-12-21
860;Bertha Carolina Barreto;Suavitel;Limpieza;27757.04;2025-05-30
861;Alfonso Yesid Gil;Lentejas Ramo;Granos;4427.26;2025-07-06
862;Diego Rodríguez López;Lentejas La Constancia;Alimentos;23068.48;2025-08-08
863;María Ortega García;Maíz Pira;Granos;28970.96;2025-04-10
864;Jairo Hernando Castañeda López;Jugo Hit;Bebidas;8938.02;2024-12-04
865;María Elisa Romero Arango;Aceite Premier;Alimentos;17495.11;2025-01-08
866;Orlando Díaz;Coca-Cola;Bebidas;25740.98;2025-09-09
867;Laura Lina Rojas Gómez;Leche Alquería;Bebidas;16496.98;2025-01-12
868;María Nancy Sandoval Córdoba;Desinfectante Fabuloso;Limpieza;10275.18;2025-03-15
869;Tatiana Cáceres Duque;Aceite Premier;Alimentos;15856.86;2025-05-17
870;Patricia Jiménez;Aceite Premier;Alimentos;15988.31;2025-08-19
871;Miriam Soto;Arroz Roa;Alimentos;29632.71;2025-05-20
872;Luisa Luz García;Jugo Hit;Bebidas;12831.47;2025-07-31
873;Zoraida Ramírez;Maíz Pira;Granos;17297.97;2025-04-09
874;Yaneth Patricia González Pérez;Toallas de Cocina Scott;Limpieza;28724.68;2024-12-08
875;Ligia Isabel Rojas Espitia;Arroz Roa;Alimentos;18446.18;2024-10-18
876;Gisela Agudelo Salazar;Azúcar Manuelita;Alimentos;8040.8;2025-09-19
877;Paula Ballesteros Mercado;Atún Van Camps;Alimentos;16185.1;2024-10-18
878;Ancizar Escobar Ospino;Trigo Integral;Granos;21650.7;2025-02-25
879;Santiago Fernando Gaitán Muñoz;Lentejas La Constancia;Alimentos;9769.1;2025-02-23
880;Nury Giraldo Guerrero;Agua Cristal;Bebidas;16316.53;2025-06-14
881;Javier León Pérez;Suavitel;Limpieza;17018.92;2025-01-12
882;Yurani Barrera Ospina;Garbanzo;Granos;10684.75;2025-01-30
883;Martha Pilar Marín;Lentejas Ramo;Granos;3621.37;2025-08-12
884;María Elcy Pinzón Méndez;Atún Van Camps;Alimentos;5247.62;2025-08-16
885;Juan Carlos Morales Mesa;Azúcar Manuelita;Alimentos;20650.23;2025-07-17
886;Patricia Andrea Pérez;Detergente Ariel;Limpieza;2354.62;2025-01-02
887;Fredy Alberto Granados;Jabón Rey;Limpieza;6587.31;2025-03-13
888;Brandon Franco Gómez;Jugo de Guayaba del Valle;Bebidas;6674.96;2025-01-09
889;Patricia Navarro Rodríguez;Papel Higiénico Familia;Limpieza;22522.2;2024-10-14
890;Sebastián Fernando Sarmiento Fuentes;Arroz Roa;Alimentos;11380.31;2025-01-30
891;Alfonso Alexis Morales Soto;Fríjol Cargamanto;Granos;16667.92;2025-05-13
892;Enrique López;Agua Cristal;Bebidas;15892.13;2025-03-13
893;Rita García Pulido;Coca-Cola;Bebidas;15989.08;2025-07-12
894;Francy Cárdenas Beltrán;Lavaloza Axion;Limpieza;6404.68;2025-01-16
895;Gloria Karen Amaya;Fríjoles Diana;Alimentos;8395.32;2025-08-19
896;Arturo Guerrero Murillo;Arroz Roa;Alimentos;26043.29;2025-08-14
897;Marcela Bermúdez;Aceite Premier;Alimentos;3287.48;2025-01-10
898;Alexander José Vélez Torres;Agua Brisa con gas;Bebidas;27766.34;2025-07-14
899;Joel Castillo;Jabón Rey;Limpieza;17480.21;2025-01-15
900;Alejandra Jackeline Sánchez Figueroa;Lentejas Ramo;Granos;11010.46;2024-10-06
901;Luis Suárez Méndez;Maíz Pira;Granos;9595.22;2025-02-28
902;Natalia Marín Marín;Sal Refisal;Alimentos;5343.23;2025-02-19
903;Johana Luz Delgado;Lentejas La Constancia;Alimentos;8249.18;2025-03-14
904;María Narváez Fuentes;Atún Van Camps;Alimentos;3929.94;2024-12-28
905;Consuelo Díaz;Fríjol Cargamanto;Granos;23658.77;2024-12-22
906;Mary Aura Castaño Castillo;Gaseosa Postobón Manzana;Bebidas;4418.79;2024-12-21
907;Angie Arango;Maíz Blanco;Granos;12329.74;2025-02-04
908;Socorro Gómez;Jugo de Guayaba del Valle;Bebidas;22708.13;2025-02-11
909;David Aldemar López;Toallas de Cocina Scott;Limpieza;12311.66;2025-09-28
910;Hernando Torres;Lentejas Ramo;Granos;22508.97;2025-02-17
911;Julián Andrés Morales;Suavitel;Limpieza;2178.58;2025-07-24
912;David Camilo Peña;Maíz Blanco;Granos;8523.94;2025-02-04
913;Carmen Nubia Torres;Coca-Cola;Bebidas;28627.73;2024-10-25
914;Isabel Margarita Pérez Murcia;Atún Van Camps;Alimentos;25772.17;2025-06-10
915;Alberto Contreras;Agua Cristal;Bebidas;7745.44;2025-02-22
916;Patricia Ramírez;Desinfectante Fabuloso;Limpieza;15776.81;2025-07-21
917;Rita Cecilia Betancur Cabrera;Lentejas La Constancia;Alimentos;21926.27;2025-01-14
918;Cristian Arenas Álvarez;Arroz Roa;Alimentos;27795.68;2024-10-22
919;Andrea Geraldine Suárez;Maíz Pira;Granos;14836.82;2024-10-05
920;Patricia Cecilia Jaramillo González;Fríjoles Diana;Alimentos;16151.98;2025-05-14
921;Consuelo Paola Rico;Garbanzo;Granos;18573.08;2025-08-24
922;Patricia Beltrán;Atún Van Camps;Alimentos;20548.43;2025-06-17
923;Ferney José Barragán Loaiza;Cloro Clorox;Limpieza;10166.93;2025-05-01
924;Ángela Nataly Álvarez Cruz;Agua Brisa con gas;Bebidas;21620.32;2025-04-11
925;Leonardo Reinaldo Herrera Martínez;Gaseosa Postobón Manzana;Bebidas;14677.22;2024-11-06
926;Fredy Cruz Herrera;Detergente Ariel;Limpieza;28419.53;2025-07-04
927;Alexander Caro Vargas;Detergente Ariel;Limpieza;6351.5;2025-07-09
928;Nancy Navarro;Toallas de Cocina Scott;Limpieza;15049.54;2024-12-15
929;Aida Mejía Garzón;Garbanzo;Granos;17005.89;2025-02-18
930;Nidia Bastidas Carrillo;Toallas de Cocina Scott;Limpieza;10632.62;2025-10-03
931;Norma Ruiz Cifuentes;Agua Cristal;Bebidas;4531.78;2025-02-27
932;Erick Sanabria;Coca-Cola;Bebidas;8020.58;2025-07-15
933;Enith Fanny Rubio Hernández;Jugo Hit;Bebidas;4553.96;2025-02-23
934;María Montoya;Lavaloza Axion;Limpieza;13094.84;2024-12-15
935;Luis Andrés Agudelo;Azúcar Manuelita;Alimentos;9284.67;2025-02-10
936;Yolanda Londoño Sánchez;Jabón Rey;Limpieza;28658.7;2025-09-10
937;José Betancur Buitrago;Lentejas Ramo;Granos;4652.31;2025-04-19
938;Virginia Cano;Lentejas La Constancia;Alimentos;5400.69;2025-08-01
939;Francisco Romero Mantilla;Aceite Premier;Alimentos;5660.03;2025-03-23
940;Brayan Ángel Gómez Gómez;Maíz Pira;Granos;21215.99;2025-05-23
941;Claudia María Arias;Azúcar Manuelita;Alimentos;27688.0;2025-08-16
942;Consuelo Dary Díaz Domínguez;Arroz Roa;Alimentos;29920.52;2025-02-04
943;Isabel Tatiana Ibarra;Toallas de Cocina Scott;Limpieza;24660.36;2025-09-25
944;Mauricio Pedro Carmona Sánchez;Sal Refisal;Alimentos;5430.77;2025-02-26
945;Wilson José Márquez Gutiérrez;Maíz Blanco;Granos;6703.7;2024-12-25
946;Johan Amaya Ballesteros;Trigo Integral;Granos;15891.54;2024-10-13
947;Franklin Burgos;Trigo Integral;Granos;6838.6;2024-12-17
948;Víctor Diego Mercado;Suavitel;Limpieza;9699.49;2025-10-03
949;Fernanda Navarro;Avena;Granos;2970.18;2025-07-28
950;David Francisco Sánchez Mosquera;Papel Higiénico Familia;Limpieza;15968.97;2024-10-06
951;Jorge Valencia;Maíz Blanco;Granos;4456.2;2025-05-29
952;Juan Peña Osorio;Avena;Granos;13738.57;2025-06-02
953;Stella Benítez Delgado;Jabón Rey;Limpieza;29703.3;2024-10-29
954;Juan Montoya;Té Lipton Durazno;Bebidas;17246.5;2025-07-20
955;Sergio Leandro Caro Acevedo;Maíz Pira;Granos;27554.96;2025-06-17
956;Patricia María García;Agua Brisa con gas;Bebidas;9572.2;2025-06-28
957;Blanca Arango;Sal Refisal;Alimentos;18719.26;2025-03-31
958;María Lisbeth Morales;Azúcar Manuelita;Alimentos;3640.55;2025-03-14
959;Luis Franco;Maíz Pira;Granos;23471.58;2024-10-21
960;Jorge Morales Camacho;Suavitel;Limpieza;4803.76;2024-11-19
961;Dora Caballero;Papel Higiénico Familia;Limpieza;16943.31;2025-03-13
962;Maritza Patricia Pérez;Aceite Premier;Alimentos;18119.38;2025-03-26
963;Luz Elvia Martínez Arenas;Maíz Pira;Granos;28185.77;2024-10-12
964;Antonio Gil;Suavitel;Limpieza;8623.43;2024-10-13
965;Óscar Pérez;Gaseosa Postobón Manzana;Bebidas;27591.44;2025-06-18
966;Mateo Javier Mendoza García;Sal Refisal;Alimentos;28531.64;2025-05-18
967;Yuly Johana Burgos Hurtado;Cloro Clorox;Limpieza;25427.51;2025-09-09
968;Alfonso Parra Zuluaga;Fríjol Cargamanto;Granos;6915.59;2024-10-28
969;Javier Moreno Ramírez;Fríjoles Diana;Alimentos;3572.7;2025-01-30
970;Edison Camacho;Jabón Rey;Limpieza;16740.56;2024-11-30
971;Víctor Rafael Sepúlveda Castro;Sal Refisal;Alimentos;27701.09;2025-07-27
972;Ferney José Oviedo;Suavitel;Limpieza;11541.25;2025-04-26
973;Hernando Alejandro Valencia Barragán;Lavaloza Axion;Limpieza;3667.57;2025-05-01
974;Leidy Angie Rivera;Suavitel;Limpieza;23682.26;2025-05-30
975;Leonardo Diego Velandia;Agua Cristal;Bebidas;12460.54;2025-05-18
976;Clara Orozco;Garbanzo;Granos;11423.71;2025-05-22
977;Andrés Carlos Palacios Villamizar;Jugo Hit;Bebidas;29324.1;2025-03-08
978;Marco Hoyos;Arveja Verde;Granos;20177.05;2025-05-23
979;Luz María Gómez Carvajal;Lavaloza Axion;Limpieza;8250.64;2025-03-24
980;Carmen Victoria Ortiz Velandia;Desinfectante Fabuloso;Limpieza;10591.05;2025-06-19
981;Stella Valencia Castillo;Jugo Hit;Bebidas;6975.83;2025-04-23
982;Manuel Lozano Mantilla;Atún Van Camps;Alimentos;25821.2;2025-02-04
983;Lucía Arteaga Rodríguez;Lentejas La Constancia;Alimentos;18866.88;2024-11-29
984;Sandra Bautista Restrepo;Detergente Ariel;Limpieza;28227.26;2024-12-21
985;Carmen Nidia Rivera Contreras;Lavaloza Axion;Limpieza;22869.61;2025-05-26
986;Camila María Rodríguez;Lavaloza Axion;Limpieza;29506.63;2025-02-21
987;Paola Orjuela;Detergente Ariel;Limpieza;25006.53;2024-12-28
988;Antonio Antonio Sandoval Fuentes;Té Lipton Durazno;Bebidas;2319.08;2025-07-22
989;Laura Cardona;Cloro Clorox;Limpieza;21408.93;2025-05-14
990;Juan José Villa;Jugo de Guayaba del Valle;Bebidas;24036.56;2025-04-29
991;Felipe José Villamizar López;Arroz Roa;Alimentos;12806.24;2024-11-19
992;Rafael Jhon Moreno;Avena;Granos;26767.46;2025-04-29
993;Marcela Lozano Galvis;Trigo Integral;Granos;11834.47;2025-08-31
994;Consuelo Ligia Ortiz Suárez;Garbanzo;Granos;25206.6;2025-06-24
995;Carmen Castañeda;Suavitel;Limpieza;14636.05;2025-06-09
996;Manuela Blanca Rojas;Azúcar Manuelita;Alimentos;2562.18;2025-01-13
997;Consuelo Valderrama;Agua Cristal;Bebidas;4077.61;2025-04-21
998;Darío Adrián Hernández Pérez;Desinfectante Fabuloso;Limpieza;6505.33;2025-09-01
999;María Álvarez Rangel;Fríjoles Diana;Alimentos;11462.62;2025-04-27
1000;Martha Alicia García Benavides;Maíz Blanco;Granos;14077.05;2025-09-29
1001;Lina Beltrán Barrios;Desinfectante Fabuloso;Limpieza;6398.91;2025-03-18
1002;Carlos Granados;Sal Refisal;Alimentos;7755.41;2025-08-17
1003;Paola Patricia García Rojas;Desinfectante Fabuloso;Limpieza;21521.51;2025-02-01
1004;Adolfo León Calderón;Jugo de Guayaba del Valle;Bebidas;10327.22;2025-08-25
1005;Erick Londoño Arenas;Arroz Roa;Alimentos;13001.26;2025-06-17
1006;David Eder Triana;Avena;Granos;3526.14;2025-06-02
1007;Jerson López Ruiz;Atún Van Camps;Alimentos;4453.59;2025-07-02
1008;Milton Contreras Escobar;Lentejas Ramo;Granos;4715.63;2024-10-12
1009;Miguel Jhonatan Molina Acosta;Suavitel;Limpieza;19869.34;2025-01-12
1010;Marcela Romero Vega;Harina Pan;Alimentos;25625.53;2025-07-27
1011;Flor Palacios Figueroa;Agua Brisa con gas;Bebidas;15186.44;2024-12-30
1012;Sebastián Pabón Gómez;Agua Cristal;Bebidas;19972.26;2025-06-27
1013;Socorro Marín García;Avena;Granos;12388.57;2024-12-10
1014;Mauricio Alfonso Puentes;Maíz Pira;Granos;7224.32;2024-12-21
1015;Edgar García;Azúcar Manuelita;Alimentos;14312.73;2024-12-22
1016;Felipe Gutiérrez Marín;Leche Alquería;Bebidas;25438.21;2025-06-17
1017;Milena Peña Rojas;Lentejas La Constancia;Alimentos;23062.58;2025-07-05
1018;Isabel Caicedo Ramírez;Fríjoles Diana;Alimentos;20707.95;2025-06-29
1019;Jesús Miguel Rendón;Lentejas Ramo;Granos;17500.85;2025-01-02
1020;Cristian Guerra;Trigo Integral;Granos;29037.58;2024-11-20
1021;José Enrique Beltrán;Lentejas Ramo;Granos;15335.34;2025-10-01
1022;Daniel Guerra Benítez;Atún Van Camps;Alimentos;27277.76;2025-09-19
1023;Fernando Miguel Espinosa Moreno;Lentejas La Constancia;Alimentos;5367.89;2025-08-11
1024;Nury Vásquez;Avena;Granos;28573.72;2025-04-05
1025;Leonardo Andrés Suárez Barbosa;Cloro Clorox;Limpieza;24636.9;2024-10-12
1026;Gladis Duque;Jabón Rey;Limpieza;13854.5;2025-06-30
1027;Ester Mena Moreno;Lentejas Ramo;Granos;29923.54;2025-01-28
1028;Marina Rojas;Papel Higiénico Familia;Limpieza;10952.99;2025-04-24
1029;Alfonso Brian Pérez Guerrero;Fríjoles Diana;Alimentos;12866.78;2025-08-29
1030;Fabio Walter Hernández;Maíz Pira;Granos;25985.48;2025-08-23
1031;Ismael Carrillo;Maíz Blanco;Granos;24023.42;2024-11-23
1032;Nelsy Lucía Villegas;Garbanzo;Granos;13604.39;2025-03-25
1033;Juan Contreras;Detergente Ariel;Limpieza;27897.99;2025-03-26
1034;Carlos Alfredo Cruz;Azúcar Manuelita;Alimentos;26289.31;2025-09-27
1035;Laura Andrea González Escobar;Agua Brisa con gas;Bebidas;9395.83;2025-03-19
1036;Gabriel Cristian Ávila Forero;Arveja Verde;Granos;3049.04;2025-05-30
1037;Daniel Sebastián Giraldo;Agua Brisa con gas;Bebidas;6027.87;2025-02-15
1038;Eduardo Andrés Villamil Ramos;Maíz Blanco;Granos;13082.2;2025-06-11
1039;Esther Jaimes;Leche Alquería;Bebidas;3380.15;2024-12-17
1040;Alba Yulieth Mendoza;Fríjol Cargamanto;Granos;27116.88;2025-03-29
1041;Liliana Cristina López Cardona;Sal Refisal;Alimentos;24886.81;2025-03-14
1042;Rafael Edgar Rodríguez Peña;Jugo de Guayaba del Valle;Bebidas;9849.71;2024-10-21
1043;Alexander Loaiza;Garbanzo;Granos;29229.91;2025-08-16
1044;José Dario Cortés Flórez;Suavitel;Limpieza;10413.45;2024-10-16
1045;Viviana Alexandra Hernández;Maíz Pira;Granos;9543.76;2024-10-20
1046;Nancy Melissa Estrada Contreras;Garbanzo;Granos;7262.2;2024-11-14
1047;Ivonne Jiménez;Desinfectante Fabuloso;Limpieza;22746.45;2025-03-22
1048;Dayana Correa Gómez;Coca-Cola;Bebidas;16427.55;2024-10-17
1049;Stiven Orozco Alzate;Detergente Ariel;Limpieza;10711.45;2024-11-06
1050;Helena Marcela Correa Suárez;Avena;Granos;23854.46;2025-08-27
1051;Fernando José Gutiérrez Rojas;Lentejas La Constancia;Alimentos;7397.38;2025-09-14
1052;María Fanny Suárez Velásquez;Jabón Rey;Limpieza;8985.73;2025-02-04
1053;Rita Castillo Pérez;Maíz Blanco;Granos;27704.87;2025-06-25
1054;Carmen García Correa;Papel Higiénico Familia;Limpieza;12313.85;2025-09-24
1055;Ximena María Gómez;Trigo Integral;Granos;19791.47;2025-06-17
1056;Fernando Gutiérrez Gil;Arroz Roa;Alimentos;8774.27;2025-08-26
1057;Farid Gómez Fernández;Arveja Verde;Granos;6972.34;2025-05-29
1058;Carlos Tovar;Maíz Pira;Granos;11638.97;2025-01-19
1059;Bibiana Angulo Romero;Agua Cristal;Bebidas;9981.94;2025-07-20
1060;Francy Doris López;Maíz Blanco;Granos;6561.41;2024-10-21
1061;Álvaro Arias;Cloro Clorox;Limpieza;20126.64;2025-09-05
1062;Segundo Gabriel García Escobar;Papel Higiénico Familia;Limpieza;20244.45;2025-08-15
1063;Luis Rojas;Arroz Roa;Alimentos;15274.72;2025-05-24
1064;Fernando Arias;Suavitel;Limpieza;18831.97;2025-04-22
1065;Juan Javier Durán;Aceite Premier;Alimentos;9066.93;2024-11-20
1066;Luis Núñez Arévalo;Jugo de Guayaba del Valle;Bebidas;13866.59;2025-03-09
1067;Julián Ortiz Marín;Maíz Pira;Granos;14851.94;2025-03-29
